...1,i,df_name,k,df_name_specific,Time,CalendarURL,Location,lon,lat,osm_id,class,type,display_name,lon_specific,lat_specific,osm_id_specific,place_id_specific,type_specific,display_name_specific
7691,1102,Carrer de Desfar,40,Carrer de Desfar 40,"Martes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/09930300040000400,Delante de casa,2.1764528,41.4308764,9319266206,place,house,"40, Carrer de Desfar, Porta, Nou Barris, Barcelona, Barcelonès, Barcelona, Catalunya, 08016, España",NA,NA,NA,NA,NA,NA
7692,1102,Carrer de Desfar,45,Carrer de Desfar 43 - 45,"Martes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/09930300043000450,Delante de casa,2.1764086,41.4309636,4782278,highway,residential,"Carrer de Desfar, Porta, Nou Barris, Barcelona, Barcelonès, Barcelona, Catalunya, 08016, España",NA,NA,NA,NA,NA,NA
7693,1102,Carrer de Desfar,50,Carrer de Desfar 50 - 52,"Martes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/09930300050000520,Delante de casa,2.1764086,41.4309636,4782278,highway,residential,"Carrer de Desfar, Porta, Nou Barris, Barcelona, Barcelonès, Barcelona, Catalunya, 08016, España",NA,NA,NA,NA,NA,NA
7694,1102,Carrer de Desfar,55,Carrer de Desfar 55 - 57,"Martes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/09930300055000570,Delante de casa,2.1763327,41.4312417,12079131083,place,house,"55-57, Carrer de Desfar, Porta, Nou Barris, Barcelona, Barcelonès, Barcelona, Catalunya, 08016, España",NA,NA,NA,NA,NA,NA
7701,1103,Riera de Sant Andreu,30,Riera de Sant Andreu 30,"Lunes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29625700030000300,Delante de casa,2.1863760,41.4344700,32320879,highway,residential,"Riera de Sant Andreu, Sant Andreu de Palomar, Sant Andreu, Barcelona, Barcelonès, Barcelona, Catalunya, 08030, España",NA,NA,NA,NA,NA,NA
7702,1103,Riera de Sant Andreu,35,Riera de Sant Andreu 35,"Lunes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29625700035000350,Delante de casa,2.1863760,41.4344700,32320879,highway,residential,"Riera de Sant Andreu, Sant Andreu de Palomar, Sant Andreu, Barcelona, Barcelonès, Barcelona, Catalunya, 08030, España",NA,NA,NA,NA,NA,NA
7703,1103,Riera de Sant Andreu,40,Riera de Sant Andreu 40,"Lunes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29625700040000400,Delante de casa,2.1863760,41.4344700,32320879,highway,residential,"Riera de Sant Andreu, Sant Andreu de Palomar, Sant Andreu, Barcelona, Barcelonès, Barcelona, Catalunya, 08030, España",NA,NA,NA,NA,NA,NA
7704,1103,Riera de Sant Andreu,45,Riera de Sant Andreu 45,"Lunes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29625700045000450,Delante de casa,2.1863760,41.4344700,32320879,highway,residential,"Riera de Sant Andreu, Sant Andreu de Palomar, Sant Andreu, Barcelona, Barcelonès, Barcelona, Catalunya, 08030, España",NA,NA,NA,NA,NA,NA
7705,1103,Riera de Sant Andreu,50,Riera de Sant Andreu 50,"Lunes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29625700050000500,Delante de casa,2.1863760,41.4344700,32320879,highway,residential,"Riera de Sant Andreu, Sant Andreu de Palomar, Sant Andreu, Barcelona, Barcelonès, Barcelona, Catalunya, 08030, España",NA,NA,NA,NA,NA,NA
7706,1103,Riera de Sant Andreu,55,Riera de Sant Andreu 53 - 55,"Lunes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29625700053000550,Delante de casa,2.1863760,41.4344700,32320879,highway,residential,"Riera de Sant Andreu, Sant Andreu de Palomar, Sant Andreu, Barcelona, Barcelonès, Barcelona, Catalunya, 08030, España",NA,NA,NA,NA,NA,NA
7707,1103,Riera de Sant Andreu,60,Riera de Sant Andreu 60,"Lunes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29625700060000600,Delante de casa,2.1863760,41.4344700,32320879,highway,residential,"Riera de Sant Andreu, Sant Andreu de Palomar, Sant Andreu, Barcelona, Barcelonès, Barcelona, Catalunya, 08030, España",NA,NA,NA,NA,NA,NA
7708,1103,Riera de Sant Andreu,65,Riera de Sant Andreu 63 - 65,"Lunes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29625700063000650,Delante de casa,2.1863760,41.4344700,32320879,highway,residential,"Riera de Sant Andreu, Sant Andreu de Palomar, Sant Andreu, Barcelona, Barcelonès, Barcelona, Catalunya, 08030, España",NA,NA,NA,NA,NA,NA
7709,1103,Riera de Sant Andreu,70,Riera de Sant Andreu 70,"Lunes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29625700070000700,Delante de casa,2.1863760,41.4344700,32320879,highway,residential,"Riera de Sant Andreu, Sant Andreu de Palomar, Sant Andreu, Barcelona, Barcelonès, Barcelona, Catalunya, 08030, España",NA,NA,NA,NA,NA,NA
7710,1103,Riera de Sant Andreu,75,Riera de Sant Andreu 75 - 77,"Lunes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29625700075000770,Delante de casa,2.1863760,41.4344700,32320879,highway,residential,"Riera de Sant Andreu, Sant Andreu de Palomar, Sant Andreu, Barcelona, Barcelonès, Barcelona, Catalunya, 08030, España",NA,NA,NA,NA,NA,NA
7711,1103,Riera de Sant Andreu,80,Riera de Sant Andreu 80,"Lunes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29625700080000800,Delante de casa,2.1863760,41.4344700,32320879,highway,residential,"Riera de Sant Andreu, Sant Andreu de Palomar, Sant Andreu, Barcelona, Barcelonès, Barcelona, Catalunya, 08030, España",NA,NA,NA,NA,NA,NA
7712,1103,Riera de Sant Andreu,85,Riera de Sant Andreu 85,"Lunes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29625700085000850,Delante de casa,2.1863760,41.4344700,32320879,highway,residential,"Riera de Sant Andreu, Sant Andreu de Palomar, Sant Andreu, Barcelona, Barcelonès, Barcelona, Catalunya, 08030, España",NA,NA,NA,NA,NA,NA
7713,1103,Riera de Sant Andreu,90,Riera de Sant Andreu 90 - 92,"Lunes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29625700090000920,Delante de casa,2.1863760,41.4344700,32320879,highway,residential,"Riera de Sant Andreu, Sant Andreu de Palomar, Sant Andreu, Barcelona, Barcelonès, Barcelona, Catalunya, 08030, España",NA,NA,NA,NA,NA,NA
7714,1103,Riera de Sant Andreu,95,Riera de Sant Andreu 93 - 95,"Lunes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29625700093000950,Delante de casa,2.1863760,41.4344700,32320879,highway,residential,"Riera de Sant Andreu, Sant Andreu de Palomar, Sant Andreu, Barcelona, Barcelonès, Barcelona, Catalunya, 08030, España",NA,NA,NA,NA,NA,NA
7715,1103,Riera de Sant Andreu,100,Riera de Sant Andreu 100,"Lunes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29625700100001000,Delante de casa,2.1863760,41.4344700,32320879,highway,residential,"Riera de Sant Andreu, Sant Andreu de Palomar, Sant Andreu, Barcelona, Barcelonès, Barcelona, Catalunya, 08030, España",NA,NA,NA,NA,NA,NA
7716,1103,Riera de Sant Andreu,105,Riera de Sant Andreu 105 - 107,"Lunes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29625700105001070,Delante de casa,2.1847714,41.4354006,907714071,highway,footway,"Riera de Sant Andreu, Sant Andreu de Palomar, Sant Andreu, Barcelona, Barcelonès, Barcelona, Catalunya, 08016, España",NA,NA,NA,NA,NA,NA
7729,1105,Avinguda del Paral·lel,30,Avinguda del Paral·lel 30,"Martes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/19880400030000300,Delante de casa,2.1752045,41.3748057,11981676483,place,house,"30-2, Avinguda del Paral·lel, el Raval, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalunya, 08002, España",NA,NA,NA,NA,NA,NA
7730,1105,Avinguda del Paral·lel,35,Avinguda del Paral·lel 35,"Viernes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/19880400035000350,Delante de casa,2.1734276,41.3745674,11961634842,place,house,"33-35, Avinguda del Paral·lel, el Poble-sec, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España",NA,NA,NA,NA,NA,NA
7731,1105,Avinguda del Paral·lel,40,Avinguda del Paral·lel 40,"Martes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/19880400040000400,Delante de casa,2.1724407,41.3749859,6847187178,place,house,"40, Avinguda del Paral·lel, el Raval, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España",NA,NA,NA,NA,NA,NA
7732,1105,Avinguda del Paral·lel,45,Avinguda del Paral·lel 45,"Viernes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/19880400045000450,Delante de casa,2.1750418,41.3746961,185961564,highway,secondary,"Avinguda del Paral·lel, el Raval, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalunya, 08002, España",NA,NA,NA,NA,NA,NA
7739,1106,Carrer de Carroç,30,Carrer de Carroç 30,"Es necesario solicitar el servicio de recogida de muebles y trastos viejos en el teléfono 010 (gratuito), y sacarlos el lunes de 20.00 a 22.00 horas. El servicio de recogida los pasará a recoger al día siguiente, pero solo retirará aquellos muebles y trastos que se hayan solicitado a través de este servicio.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/06870700030000300,Delante de casa,2.1062950,41.4082809,12090931540,place,house,"30, Carrer de Carroç, Sarrià, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalunya, 08017, España",NA,NA,NA,NA,NA,NA
7740,1106,Carrer de Carroç,35,Carrer de Carroç 35,"Es necesario solicitar el servicio de recogida de muebles y trastos viejos en el teléfono 010 (gratuito), y sacarlos el lunes de 20.00 a 22.00 horas. El servicio de recogida los pasará a recoger al día siguiente, pero solo retirará aquellos muebles y trastos que se hayan solicitado a través de este servicio.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/06870700035000350,Delante de casa,2.1068268,41.4082085,6093779082,place,house,"35, Carrer de Carroç, Sarrià, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalunya, 08017, España",NA,NA,NA,NA,NA,NA
7741,1106,Carrer de Carroç,40,Carrer de Carroç 40,"Es necesario solicitar el servicio de recogida de muebles y trastos viejos en el teléfono 010 (gratuito), y sacarlos el lunes de 20.00 a 22.00 horas. El servicio de recogida los pasará a recoger al día siguiente, pero solo retirará aquellos muebles y trastos que se hayan solicitado a través de este servicio.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/06870700040000400,Delante de casa,2.1047855,41.4088193,12090931560,place,house,"40, Carrer de Carroç, Sarrià, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalunya, 08017, España",NA,NA,NA,NA,NA,NA
7742,1106,Carrer de Carroç,45,Carrer de Carroç 45,"Es necesario solicitar el servicio de recogida de muebles y trastos viejos en el teléfono 010 (gratuito), y sacarlos el lunes de 20.00 a 22.00 horas. El servicio de recogida los pasará a recoger al día siguiente, pero solo retirará aquellos muebles y trastos que se hayan solicitado a través de este servicio.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/06870700045000450,Delante de casa,2.1060981,41.4082061,12090985197,place,house,"45, Carrer de Carroç, Sarrià, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalunya, 08017, España",NA,NA,NA,NA,NA,NA
7749,1107,Carrer de Sant Elies,30,Carrer de Sant Elies 28 - 30,"Miércoles, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29950600028000300,Delante de casa,2.1446487,41.4012426,35066991,highway,residential,"Carrer de Sant Elies, Galvany, Sant Gervasi - Galvany, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalunya, 08006, España",NA,NA,NA,NA,NA,NA
7750,1107,Carrer de Sant Elies,35,Carrer de Sant Elies 29 - 35,"Miércoles, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29950600029000350,Delante de casa,2.1440187,41.4008419,12084806446,place,house,"29-35, Carrer de Sant Elies, Galvany, Sant Gervasi - Galvany, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalunya, 08021, España",NA,NA,NA,NA,NA,NA
7751,1107,Carrer de Sant Elies,40,Carrer de Sant Elies 40,"Miércoles, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29950600040000400,Delante de casa,2.1437749,41.4008594,12084895157,place,house,"40, Carrer de Sant Elies, Galvany, Sant Gervasi - Galvany, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalunya, 08006, España",NA,NA,NA,NA,NA,NA
7763,1110,Passeig de l'Exposició,30,Passeig de l'Exposició 28 - 32,"Viernes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11880500028000320,Delante de casa,2.1644942,41.3709796,192235671,highway,tertiary,"Passeig de l'Exposició, Montjuïc, el Poble-sec, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalunya, 08004, España",NA,NA,NA,NA,NA,NA
7764,1110,Passeig de l'Exposició,35,Passeig de l'Exposició 35 - 63,"Viernes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11880500035000630,Delante de casa,2.1630491,41.3712195,11959248235,place,house,"35-63, Passeig de l'Exposició, Montjuïc, el Poble-sec, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalunya, 08004, España",NA,NA,NA,NA,NA,NA
7765,1110,Passeig de l'Exposició,40,Passeig de l'Exposició 40,"Viernes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11880500040000400,Delante de casa,2.1618743,41.3715584,11961626261,place,house,"40, Passeig de l'Exposició, Montjuïc, el Poble-sec, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalunya, 08004, España",NA,NA,NA,NA,NA,NA
7766,1110,Passeig de l'Exposició,45,Passeig de l'Exposició 35 - 63,"Viernes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11880500035000630,Delante de casa,2.1630491,41.3712195,11959248235,place,house,"35-63, Passeig de l'Exposició, Montjuïc, el Poble-sec, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalunya, 08004, España",NA,NA,NA,NA,NA,NA
7767,1110,Passeig de l'Exposició,50,Passeig de l'Exposició 50,"Viernes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11880500050000500,Delante de casa,2.1606432,41.3715918,11961656495,place,house,"50, Passeig de l'Exposició, Montjuïc, el Poble-sec, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalunya, 08004, España",NA,NA,NA,NA,NA,NA
7768,1110,Passeig de l'Exposició,55,Passeig de l'Exposició 35 - 63,"Viernes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11880500035000630,Delante de casa,2.1630491,41.3712195,11959248235,place,house,"35-63, Passeig de l'Exposició, Montjuïc, el Poble-sec, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalunya, 08004, España",NA,NA,NA,NA,NA,NA
7769,1110,Passeig de l'Exposició,60,Passeig de l'Exposició 60,"Viernes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11880500060000600,Delante de casa,2.1597852,41.3714151,11961632868,place,house,"60, Passeig de l'Exposició, Montjuïc, el Poble-sec, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalunya, 08004, España",NA,NA,NA,NA,NA,NA
7770,1110,Passeig de l'Exposició,65,Passeig de l'Exposició 65,"Viernes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11880500065000650,Delante de casa,2.1624099,41.3713548,11959228638,place,house,"65-71, Passeig de l'Exposició, Montjuïc, el Poble-sec, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalunya, 08004, España",NA,NA,NA,NA,NA,NA
7771,1110,Passeig de l'Exposició,70,Passeig de l'Exposició 70,"Viernes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11880500070000700,Delante de casa,2.1589966,41.3709993,11959605971,place,house,"70, Passeig de l'Exposició, Montjuïc, el Poble-sec, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalunya, 08004, España",NA,NA,NA,NA,NA,NA
7772,1110,Passeig de l'Exposició,75,Passeig de l'Exposició 75,"Viernes, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11880500075000750,Delante de casa,2.1617210,41.3713832,11959228654,place,house,"73-75, Passeig de l'Exposició, Montjuïc, el Poble-sec, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalunya, 08004, España",NA,NA,NA,NA,NA,NA
7787,1113,Carrer de Martí,30,Carrer de Martí 26 - 36,"Miércoles, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/20110400026000360,Delante de casa,2.1613307,41.4100287,795719585,highway,living_street,"Carrer de Martí, Gràcia Nova, el Camp d'en Grassot i Gràcia Nova, Gràcia, Barcelona, Barcelonès, Barcelona, Catalunya, 08024, España",NA,NA,NA,NA,NA,NA
7788,1113,Carrer de Martí,35,Carrer de Martí 27 - 35,"Miércoles, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/20110400027000350,Delante de casa,2.1613307,41.4100287,795719585,highway,living_street,"Carrer de Martí, Gràcia Nova, el Camp d'en Grassot i Gràcia Nova, Gràcia, Barcelona, Barcelonès, Barcelona, Catalunya, 08024, España",NA,NA,NA,NA,NA,NA
7789,1113,Carrer de Martí,40,Carrer de Martí 40,"Miércoles, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/20110400040000400,Delante de casa,2.1563273,41.4073852,11931225484,place,house,"36B,38,40, Carrer de Martí, la Vila de Gràcia, Gràcia, Barcelona, Barcelonès, Barcelona, Catalunya, 08012, España",NA,NA,NA,NA,NA,NA
7790,1113,Carrer de Martí,45,Carrer de Martí 43 - 45,"Miércoles, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/20110400043000450,Delante de casa,2.1613307,41.4100287,795719585,highway,living_street,"Carrer de Martí, Gràcia Nova, el Camp d'en Grassot i Gràcia Nova, Gràcia, Barcelona, Barcelonès, Barcelona, Catalunya, 08024, España",NA,NA,NA,NA,NA,NA
7791,1113,Carrer de Martí,50,Carrer de Martí 50,"Miércoles, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/20110400050000500,Delante de casa,2.1568450,41.4076599,6180456534,place,house,"50, Carrer de Martí, la Vila de Gràcia, Gràcia, Barcelona, Barcelonès, Barcelona, Catalunya, 08024, España",NA,NA,NA,NA,NA,NA
7792,1113,Carrer de Martí,55,Carrer de Martí 53 - 55,"Miércoles, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/20110400053000550,Delante de casa,2.1613307,41.4100287,795719585,highway,living_street,"Carrer de Martí, Gràcia Nova, el Camp d'en Grassot i Gràcia Nova, Gràcia, Barcelona, Barcelonès, Barcelona, Catalunya, 08024, España",NA,NA,NA,NA,NA,NA
7793,1113,Carrer de Martí,60,Carrer de Martí 60,"Miércoles, de 20.00 a 22.00 h.",https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/20110400060000600,Delante de casa,2.1572874,41.4078902,6180473989,place,house,"60, Carrer de Martí, la Vila de Gràcia, Gràcia, Barcelona, Barcelonès, Barcelona, Catalunya, 08024, España",NA,NA,NA,NA,NA,NA
